CFR Part,Name of the Part,Year,Next.Edition,Name of the Part (Next Edition),Year (Next Edition),lv_distances,presumed_same,same
226,Truth in lending.,1971,1972,Truth in lending.,1972,0,TRUE,226
250,Miscellaneous interpretations.,1971,1972,Miscellaneous interpretations.,1972,0,TRUE,250
261,Rules regarding availability of information.,1971,1972,Rules regarding availability of information.,1972,0,TRUE,261
262,Rules of procedure.,1971,1972,Rules of procedure.,1972,0,TRUE,262
263,Rules of practice for formal hearings.,1971,1972,Rules of practice for formal hearings.,1972,0,TRUE,263
264,Employee responsibilities and conduct.,1971,1972,Employee responsibilities and conduct.,1972,0,TRUE,264
265,Rules regarding delegation of authority.,1971,1972,Rules regarding delegation of authority.,1972,0,TRUE,265
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1971,1972,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1972,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1971,1972,Open market operations of Federal Reserve Banks.,1972,0,TRUE,270
271,Rules regarding availability of information.,1971,1972,Rules regarding availability of information.,1972,0,TRUE,271
272,Rules of procedure.,1971,1972,Rules of procedure.,1972,0,TRUE,272
281,Statements of policy.,1971,1972,Statements of policy.,1972,0,TRUE,281
290,Definitions.,1971,1972,Definitions.,1972,0,TRUE,290
292,Charges of unfair labor practices.,1971,1972,Charges of unfair labor practices.,1972,0,TRUE,292
294,Procedures for resolving impasses.,1971,1972,Procedures for resolving impasses.,1972,0,TRUE,294
201,Advances and discounts by Federal Reserve Banks.,1972,1973,Advances and discounts by Federal Reserve Banks.,1973,0,TRUE,201
202,"Open market purchases of bills of exchange, trade acceptances, bankers’ acceptances.",1972,1973,"Open market purchases of bills of exchange, trade acceptances, bankers’ acceptances.",1973,0,TRUE,202
203,Acceptance by member banks of drafts or bills of exchange.,1972,1973,Acceptance by member banks of drafts or bills of exchange.,1973,0,TRUE,203
204,Reserves of member banks.,1972,1973,Reserves of member banks.,1973,0,TRUE,204
205,Purchase of warrants.,1972,1973,Purchase of warrants.,1973,0,TRUE,205
206,Securities of member State banks.,1972,1973,Securities of member State banks.,1973,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1972,1973,"Securities credit by persons other than banks, brokers, or dealers.",1973,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1972,1973,Membership of State banking institutions in the Federal Reserve System.,1973,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1972,1973,Issue and cancellation of capital stock of Federal Reserve banks.,1973,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1972,1973,Collection of checks and other items by Federal Reserve banks.,1973,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1972,1973,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1973,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1972,1973,Interlocking bank relationships under the Clayton Act.,1973,0,TRUE,212
213,Foreign activities of national banks.,1972,1973,Foreign activities of national banks.,1973,0,TRUE,213
214,Relations with foreign banks and bankers.,1972,1973,Relations with foreign banks and bankers.,1973,0,TRUE,214
215,Loans to executive officers of member banks.,1972,1973,Loans to executive officers of member banks.,1973,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1972,1973,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1973,0,TRUE,216
217,Interest on deposits.,1972,1973,Interest on deposits.,1973,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1972,1973,"Relations with dealers in securities under section 32, Banking Act of 1933.",1973,0,TRUE,218
219,Bank service arrangements.,1972,1973,Bank service arrangements.,1973,0,TRUE,219
220,Credit by brokers and dealers.,1972,1973,Credit by brokers and dealers.,1973,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1972,1973,Credit by banks for the purpose of purchasing or carrying margin stocks.,1973,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1972,1973,Rules governing borrowers who obtain securities credit.,1973,0,TRUE,224
225,Bank holding companies.,1972,1973,Bank holding companies.,1973,0,TRUE,225
226,Truth in lending.,1972,1973,Truth in lending.,1973,0,TRUE,226
250,Miscellaneous interpretations.,1972,1973,Miscellaneous interpretations.,1973,0,TRUE,250
261,Rules regarding availability of information.,1972,1973,Rules regarding availability of information.,1973,0,TRUE,261
262,Rules of procedure.,1972,1973,Rules of procedure.,1973,0,TRUE,262
263,Rules of practice for formal hearings.,1972,1973,Rules of practice for formal hearings.,1973,0,TRUE,263
264,Employee responsibilities and conduct.,1972,1973,Employee responsibilities and conduct.,1973,0,TRUE,264
265,Rules regarding delegation of authority.,1972,1973,Rules regarding delegation of authority.,1973,0,TRUE,265
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1972,1973,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1973,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1972,1973,Open market operations of Federal Reserve Banks.,1973,0,TRUE,270
271,Rules regarding availability of information.,1972,1973,Rules regarding availability of information.,1973,0,TRUE,271
272,Rules of procedure.,1972,1973,Rules of procedure.,1973,0,TRUE,272
281,Statements of policy.,1972,1973,Statements of policy.,1973,0,TRUE,281
290,Definitions.,1972,1973,Definitions.,1973,0,TRUE,290
292,Charges of unfair labor practices.,1972,1973,Charges of unfair labor practices.,1973,0,TRUE,292
294,Procedures for resolving impasses.,1972,1973,Procedures for resolving impasses.,1973,0,TRUE,294
201,Advances and discounts by Federal Reserve Banks.,1973,1974,Extensions of credit by Federal Reserve banks.,1974,18,FALSE,201
202,"Open market purchases of bills of exchange, trade acceptances, bankers’ acceptances.",1973,1974,"Open market purchases of bills of exchange, trade acceptances, bankers’ acceptances.",1974,0,TRUE,202
203,Acceptance by member banks of drafts or bills of exchange.,1973,1974,Acceptance by member banks of drafts or bills of exchange.,1974,0,TRUE,203
204,Reserves of member banks.,1973,1974,Reserves of member banks.,1974,0,TRUE,204
205,Purchase of warrants.,1973,1974,Purchase of warrants.,1974,0,TRUE,205
206,Securities of member State banks.,1973,1974,Securities of member State banks.,1974,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1973,1974,"Securities credit by persons other than banks, brokers, or dealers.",1974,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1973,1974,Membership of State banking institutions in the Federal Reserve System.,1974,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1973,1974,Issue and cancellation of capital stock of Federal Reserve banks.,1974,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1973,1974,Collection of checks and other items by Federal Reserve banks.,1974,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1973,1974,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1974,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1973,1974,Interlocking bank relationships under the Clayton Act.,1974,0,TRUE,212
213,Foreign activities of national banks.,1973,1974,Foreign activities of national banks.,1974,0,TRUE,213
214,Relations with foreign banks and bankers.,1973,1974,Relations with foreign banks and bankers.,1974,0,TRUE,214
215,Loans to executive officers of member banks.,1973,1974,Loans to executive officers of member banks.,1974,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1973,1974,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1974,0,TRUE,216
217,Interest on deposits.,1973,1974,Interest on deposits.,1974,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1973,1974,"Relations with dealers in securities under section 32, Banking Act of 1933.",1974,0,TRUE,218
219,Bank service arrangements.,1973,1974,Bank service arrangements.,1974,0,TRUE,219
220,Credit by brokers and dealers.,1973,1974,Credit by brokers and dealers.,1974,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1973,1974,Credit by banks for the purpose of purchasing or carrying margin stocks.,1974,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1973,1974,Rules governing borrowers who obtain securities credit.,1974,0,TRUE,224
225,Bank holding companies.,1973,1974,Bank holding companies.,1974,0,TRUE,225
226,Truth in lending.,1973,1974,Truth in lending.,1974,0,TRUE,226
250,Miscellaneous interpretations.,1973,1974,Miscellaneous interpretations.,1974,0,TRUE,250
261,Rules regarding availability of information.,1973,1974,Rules regarding availability of information.,1974,0,TRUE,261
262,Rules of procedure.,1973,1974,Rules of procedure.,1974,0,TRUE,262
263,Rules of practice for formal hearings.,1973,1974,Rules of practice for formal hearings.,1974,0,TRUE,263
264,Employee responsibilities and conduct.,1973,1974,Employee responsibilities and conduct.,1974,0,TRUE,264
265,Rules regarding delegation of authority.,1973,1974,Rules regarding delegation of authority.,1974,0,TRUE,265
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1973,1974,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1974,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1973,1974,Open market operations of Federal Reserve Banks.,1974,0,TRUE,270
271,Rules regarding availability of information.,1973,1974,Rules regarding availability of information.,1974,0,TRUE,271
272,Rules of procedure.,1973,1974,Rules of procedure.,1974,0,TRUE,272
281,Statements of policy.,1973,1974,Statements of policy.,1974,0,TRUE,281
290,Definitions.,1973,1974,Definitions.,1974,0,TRUE,290
292,Charges of unfair labor practices.,1973,1974,Charges of unfair labor practices.,1974,0,TRUE,292
294,Procedures for resolving impasses.,1973,1974,Procedures for resolving impasses.,1974,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1974,1975,Extensions of credit by Federal Reserve banks.,1975,0,TRUE,201
202,"Open market purchases of bills of exchange, trade acceptances, bankers’ acceptances.",1974,1975,NA,NA,NA,NA,NA
203,Acceptance by member banks of drafts or bills of exchange.,1974,1975,NA,NA,NA,NA,NA
204,Reserves of member banks.,1974,1975,Reserves of member banks.,1975,0,TRUE,204
205,Purchase of warrants.,1974,1975,Purchase of warrants.,1975,0,TRUE,205
206,Securities of member State banks.,1974,1975,Securities of member State banks.,1975,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1974,1975,"Securities credit by persons other than banks, brokers, or dealers.",1975,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1974,1975,Membership of State banking institutions in the Federal Reserve System.,1975,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1974,1975,Issue and cancellation of capital stock of Federal Reserve banks.,1975,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1974,1975,Collection of checks and other items by Federal Reserve banks.,1975,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1974,1975,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1975,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1974,1975,Interlocking bank relationships under the Clayton Act.,1975,0,TRUE,212
213,Foreign activities of national banks.,1974,1975,Foreign activities of national banks.,1975,0,TRUE,213
214,Relations with foreign banks and bankers.,1974,1975,Relations with foreign banks and bankers.,1975,0,TRUE,214
215,Loans to executive officers of member banks.,1974,1975,Loans to executive officers of member banks.,1975,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1974,1975,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1975,0,TRUE,216
217,Interest on deposits.,1974,1975,Interest on deposits.,1975,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1974,1975,"Relations with dealers in securities under section 32, Banking Act of 1933.",1975,0,TRUE,218
219,Bank service arrangements.,1974,1975,Bank service arrangements.,1975,0,TRUE,219
220,Credit by brokers and dealers.,1974,1975,Credit by brokers and dealers.,1975,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1974,1975,Credit by banks for the purpose of purchasing or carrying margin stocks.,1975,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1974,1975,Rules governing borrowers who obtain securities credit.,1975,0,TRUE,224
225,Bank holding companies.,1974,1975,Bank holding companies.,1975,0,TRUE,225
226,Truth in lending.,1974,1975,Truth in lending.,1975,0,TRUE,226
250,Miscellaneous interpretations.,1974,1975,Miscellaneous interpretations.,1975,0,TRUE,250
261,Rules regarding availability of information.,1974,1975,Rules regarding availability of information.,1975,0,TRUE,261
262,Rules of procedure.,1974,1975,Rules of procedure.,1975,0,TRUE,262
263,Rules of practice for formal hearings.,1974,1975,Rules of practice for formal hearings.,1975,0,TRUE,263
264,Employee responsibilities and conduct.,1974,1975,Employee responsibilities and conduct.,1975,0,TRUE,264
265,Rules regarding delegation of authority.,1974,1975,Rules regarding delegation of authority.,1975,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1974,1975,Limitations on activities of former members and employees of the board.,1975,0,TRUE,266
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1974,1975,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1975,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1974,1975,Open market operations of Federal Reserve Banks.,1975,0,TRUE,270
271,Rules regarding availability of information.,1974,1975,Rules regarding availability of information.,1975,0,TRUE,271
272,Rules of procedure.,1974,1975,Rules of procedure.,1975,0,TRUE,272
281,Statements of policy.,1974,1975,Statements of policy.,1975,0,TRUE,281
290,Definitions.,1974,1975,Definitions.,1975,0,TRUE,290
292,Charges of unfair labor practices.,1974,1975,Charges of unfair labor practices.,1975,0,TRUE,292
294,Procedures for resolving impasses.,1974,1975,Procedures for resolving impasses.,1975,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1975,1976,Extensions of credit by Federal Reserve banks.,1976,0,TRUE,201
204,Reserves of member banks.,1975,1976,Reserves of member banks.,1976,0,TRUE,204
205,Purchase of warrants.,1975,1976,Purchase of warrants.,1976,0,TRUE,205
206,Securities of member State banks.,1975,1976,Securities of State member banks.,1976,10,FALSE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1975,1976,"Securities credit by persons other than banks, brokers, or dealers.",1976,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1975,1976,Membership of State banking institutions in the Federal Reserve System.,1976,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1975,1976,Issue and cancellation of capital stock of Federal Reserve banks.,1976,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1975,1976,Collection of checks and other items by Federal Reserve banks.,1976,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1975,1976,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1976,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1975,1976,Interlocking bank relationships under the Clayton Act.,1976,0,TRUE,212
213,Foreign activities of national banks.,1975,1976,Foreign activities of national banks.,1976,0,TRUE,213
214,Relations with foreign banks and bankers.,1975,1976,Relations with foreign banks and bankers.,1976,0,TRUE,214
215,Loans to executive officers of member banks.,1975,1976,Loans to executive officers of member banks.,1976,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1975,1976,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1976,0,TRUE,216
217,Interest on deposits.,1975,1976,Interest on deposits.,1976,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1975,1976,"Relations with dealers in securities under section 32, Banking Act of 1933.",1976,0,TRUE,218
219,Bank service arrangements.,1975,1976,Bank service arrangements.,1976,0,TRUE,219
220,Credit by brokers and dealers.,1975,1976,Credit by brokers and dealers.,1976,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1975,1976,Credit by banks for the purpose of purchasing or carrying margin stocks.,1976,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1975,1976,Rules governing borrowers who obtain securities credit.,1976,0,TRUE,224
225,Bank holding companies.,1975,1976,Bank holding companies.,1976,0,TRUE,225
226,Truth in lending.,1975,1976,Truth in lending.,1976,0,TRUE,226
250,Miscellaneous interpretations.,1975,1976,Miscellaneous interpretations.,1976,0,TRUE,250
261,Rules regarding availability of information.,1975,1976,Rules regarding availability of information.,1976,0,TRUE,261
262,Rules of procedure.,1975,1976,Rules of procedure.,1976,0,TRUE,262
263,Rules of practice for formal hearings.,1975,1976,Rules of practice for formal hearings.,1976,0,TRUE,263
264,Employee responsibilities and conduct.,1975,1976,Employee responsibilities and conduct.,1976,0,TRUE,264
265,Rules regarding delegation of authority.,1975,1976,Rules regarding delegation of authority.,1976,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1975,1976,Limitations on activities of former members and employees of the board.,1976,0,TRUE,266
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1975,1976,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1976,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1975,1976,Open market operations of Federal Reserve Banks.,1976,0,TRUE,270
271,Rules regarding availability of information.,1975,1976,Rules regarding availability of information.,1976,0,TRUE,271
272,Rules of procedure.,1975,1976,Rules of procedure.,1976,0,TRUE,272
281,Statements of policy.,1975,1976,Statements of policy.,1976,0,TRUE,281
290,Definitions.,1975,1976,Definitions.,1976,0,TRUE,290
292,Charges of unfair labor practices.,1975,1976,Charges of unfair labor practices.,1976,0,TRUE,292
294,Procedures for resolving impasses.,1975,1976,Procedures for resolving impasses.,1976,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1976,1977,Extensions of credit by Federal Reserve banks.,1977,0,TRUE,201
202,Equal Credit Opportunity.,1976,1977,Equal Credit Opportunity.,1977,0,TRUE,202
204,Reserves of member banks.,1976,1977,Reserves of member banks.,1977,0,TRUE,204
205,Purchase of warrants.,1976,1977,Purchase of warrants.,1977,0,TRUE,205
206,Securities of State member banks.,1976,1977,Securities of State member banks.,1977,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1976,1977,"Securities credit by persons other than banks, brokers, or dealers.",1977,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1976,1977,Membership of State banking institutions in the Federal Reserve System.,1977,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1976,1977,Issue and cancellation of capital stock of Federal Reserve banks.,1977,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1976,1977,Collection of checks and other items by Federal Reserve banks.,1977,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1976,1977,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1977,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1976,1977,Interlocking bank relationships under the Clayton Act.,1977,0,TRUE,212
213,Foreign activities of national banks.,1976,1977,Foreign activities of national banks.,1977,0,TRUE,213
214,Relations with foreign banks and bankers.,1976,1977,Relations with foreign banks and bankers.,1977,0,TRUE,214
215,Loans to executive officers of member banks.,1976,1977,Loans to executive officers of member banks.,1977,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1976,1977,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1977,0,TRUE,216
217,Interest on deposits.,1976,1977,Interest on deposits.,1977,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1976,1977,"Relations with dealers in securities under section 32, Banking Act of 1933.",1977,0,TRUE,218
219,Bank service arrangements.,1976,1977,Bank service arrangements.,1977,0,TRUE,219
220,Credit by brokers and dealers.,1976,1977,Credit by brokers and dealers.,1977,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1976,1977,Credit by banks for the purpose of purchasing or carrying margin stocks.,1977,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1976,1977,Rules governing borrowers who obtain securities credit.,1977,0,TRUE,224
225,Bank holding companies.,1976,1977,Bank holding companies.,1977,0,TRUE,225
226,Truth in lending.,1976,1977,Truth in lending.,1977,0,TRUE,226
250,Miscellaneous interpretations.,1976,1977,Miscellaneous interpretations.,1977,0,TRUE,250
261,Rules regarding availability of information.,1976,1977,Rules regarding availability of information.,1977,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1976,1977,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1977,0,TRUE,261a
262,Rules of procedure.,1976,1977,Rules of procedure.,1977,0,TRUE,262
263,Rules of practice for formal hearings.,1976,1977,Rules of practice for formal hearings.,1977,0,TRUE,263
264,Employee responsibilities and conduct.,1976,1977,Employee responsibilities and conduct.,1977,0,TRUE,264
265,Rules regarding delegation of authority.,1976,1977,Rules regarding delegation of authority.,1977,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1976,1977,Limitations on activities of former members and employees of the board.,1977,0,TRUE,266
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1976,1977,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1977,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1976,1977,Open market operations of Federal Reserve Banks.,1977,0,TRUE,270
271,Rules regarding availability of information.,1976,1977,Rules regarding availability of information.,1977,0,TRUE,271
272,Rules of procedure.,1976,1977,Rules of procedure.,1977,0,TRUE,272
281,Statements of policy.,1976,1977,Statements of policy.,1977,0,TRUE,281
290,Definitions.,1976,1977,Definitions.,1977,0,TRUE,290
292,Charges of unfair labor practices.,1976,1977,Charges of unfair labor practices.,1977,0,TRUE,292
294,Procedures for resolving impasses.,1976,1977,Procedures for resolving impasses.,1977,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1977,1978,Extensions of credit by Federal Reserve banks.,1978,0,TRUE,201
202,Equal Credit Opportunity.,1977,1978,Equal Credit Opportunity.,1978,0,TRUE,202
203,Home mortgage disclosures.,1977,1978,Home mortgage disclosures.,1978,0,TRUE,203
204,Reserves of member banks.,1977,1978,Reserves of member banks.,1978,0,TRUE,204
205,Purchase of warrants.,1977,1978,Purchase of warrants.,1978,0,TRUE,205
206,Securities of State member banks.,1977,1978,Securities of State member banks.,1978,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1977,1978,"Securities credit by persons other than banks, brokers, or dealers.",1978,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1977,1978,Membership of State banking institutions in the Federal Reserve System.,1978,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1977,1978,Issue and cancellation of capital stock of Federal Reserve banks.,1978,0,TRUE,209
210,Collection of checks and other items by Federal Reserve banks.,1977,1978,Collection of checks and other items and transfers of funds.,1978,18,FALSE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1977,1978,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1978,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1977,1978,Interlocking bank relationships under the Clayton Act.,1978,0,TRUE,212
213,Foreign activities of national banks.,1977,1978,Foreign activities of national banks.,1978,0,TRUE,213
214,Relations with foreign banks and bankers.,1977,1978,Relations with foreign banks and bankers.,1978,0,TRUE,214
215,Loans to executive officers of member banks.,1977,1978,Loans to executive officers of member banks.,1978,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1977,1978,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1978,0,TRUE,216
217,Interest on deposits.,1977,1978,Interest on deposits.,1978,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1977,1978,"Relations with dealers in securities under section 32, Banking Act of 1933.",1978,0,TRUE,218
219,Bank service arrangements.,1977,1978,Bank service arrangements.,1978,0,TRUE,219
220,Credit by brokers and dealers.,1977,1978,Credit by brokers and dealers.,1978,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1977,1978,Credit by banks for the purpose of purchasing or carrying margin stocks.,1978,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1977,1978,Rules governing borrowers who obtain securities credit.,1978,0,TRUE,224
225,Bank holding companies.,1977,1978,Bank holding companies.,1978,0,TRUE,225
226,Truth in lending.,1977,1978,Truth in lending.,1978,0,TRUE,226
227,Unfair or deceptive acts or practices.,1977,1978,Unfair or deceptive acts or practices.,1978,0,TRUE,227
250,Miscellaneous interpretations.,1977,1978,Miscellaneous interpretations.,1978,0,TRUE,250
261,Rules regarding availability of information.,1977,1978,Rules regarding availability of information.,1978,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1977,1978,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1978,0,TRUE,261a
262,Rules of procedure.,1977,1978,Rules of procedure.,1978,0,TRUE,262
263,Rules of practice for formal hearings.,1977,1978,Rules of practice for formal hearings.,1978,0,TRUE,263
264,Employee responsibilities and conduct.,1977,1978,Employee responsibilities and conduct.,1978,0,TRUE,264
265,Rules regarding delegation of authority.,1977,1978,Rules regarding delegation of authority.,1978,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1977,1978,Limitations on activities of former members and employees of the board.,1978,0,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1977,1978,Rules of organization and procedure of the Consumer Advisory Council.,1978,0,TRUE,267
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1977,1978,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1978,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1977,1978,Open market operations of Federal Reserve Banks.,1978,0,TRUE,270
271,Rules regarding availability of information.,1977,1978,Rules regarding availability of information.,1978,0,TRUE,271
272,Rules of procedure.,1977,1978,Rules of procedure.,1978,0,TRUE,272
281,Statements of policy.,1977,1978,Statements of policy.,1978,0,TRUE,281
290,Definitions.,1977,1978,Definitions.,1978,0,TRUE,290
292,Charges of unfair labor practices.,1977,1978,Charges of unfair labor practices.,1978,0,TRUE,292
294,Procedures for resolving impasses.,1977,1978,Procedures for resolving impasses.,1978,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1978,1979,Extensions of credit by Federal Reserve banks.,1979,0,TRUE,201
202,Equal Credit Opportunity.,1978,1979,Equal Credit Opportunity.,1979,0,TRUE,202
203,Home mortgage disclosures.,1978,1979,Home mortgage disclosures.,1979,0,TRUE,203
204,Reserves of member banks.,1978,1979,Reserves of member banks.,1979,0,TRUE,204
205,Purchase of warrants.,1978,1979,NA,NA,NA,NA,NA
206,Securities of State member banks.,1978,1979,Securities of State member banks.,1979,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1978,1979,"Securities credit by persons other than banks, brokers, or dealers.",1979,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1978,1979,Membership of State banking institutions in the Federal Reserve System.,1979,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1978,1979,Issue and cancellation of capital stock of Federal Reserve banks.,1979,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1978,1979,Collection of checks and other items and transfers of funds.,1979,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1978,1979,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1979,0,TRUE,211
212,Interlocking bank relationships under the Clayton Act.,1978,1979,Interlocking bank relationships under the Clayton Act.,1979,0,TRUE,212
213,Foreign activities of national banks.,1978,1979,Foreign activities of national banks.,1979,0,TRUE,213
214,Relations with foreign banks and bankers.,1978,1979,Relations with foreign banks and bankers.,1979,0,TRUE,214
215,Loans to executive officers of member banks.,1978,1979,Loans to executive officers of member banks.,1979,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1978,1979,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1979,0,TRUE,216
217,Interest on deposits.,1978,1979,Interest on deposits.,1979,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1978,1979,"Relations with dealers in securities under section 32, Banking Act of 1933.",1979,0,TRUE,218
219,Bank service arrangements.,1978,1979,Bank service arrangements.,1979,0,TRUE,219
220,Credit by brokers and dealers.,1978,1979,Credit by brokers and dealers.,1979,0,TRUE,220
